frame_index,time_s,neck_radius_px,top_curvature_px_inv,bottom_curvature_px_inv,mean_curvature_px_inv,top_neck_x_px,top_neck_y_px,bottom_neck_x_px,bottom_neck_y_px,top_fit_rmse_px,bottom_fit_rmse_px
76,0.38,40.3676865449909,3.156522524166959,3.1476305830065745,3.1520765535867667,251.9978710762671,463.6728513368594,251.99128434078423,544.4082244268412,1.4641149652805,1.4823720622505188
77,0.385,40.72762800839175,3.1589136977543255,3.135641930201073,3.1472778139776993,252.00655720881505,463.3138330940181,252.00874898247474,544.7690891108016,1.5337673712005229,1.5332899599008902
78,0.39,41.029139016199736,3.1530852845741966,3.12981350617874,3.141449395376468,252.0065693296774,463.0123220372361,252.0087652750423,545.0706000696356,1.5276852735830813,1.5372073373209942
79,0.395,41.19625908162706,3.0900637283028485,3.0811724975366466,3.0856181129197475,251.9978252889457,462.8442775878272,252.0089036495117,545.2367957510813,1.4915185434372018,1.515891562887972
80,0.4,41.81170608219577,3.0508886188167668,3.036488599857007,3.043688609336887,252.01357883509343,462.189265657913,252.00903467304434,545.8126778223045,1.4407948349383777,1.417967147822073
81,0.405,41.989251377857954,3.0330219316287157,3.0129591669953726,3.022990549312044,252.0,462.0266080668557,252.00702731443693,546.0051108225716,1.4776725879992265,1.499752234888282
82,0.41,42.106744881002555,3.062328236824624,3.0563940054620042,3.059361121143314,252.00676402317038,461.9541500295262,251.9912650351604,546.1676397915313,1.3849584977179168,1.4531087104723615
83,0.415,42.440716386888795,3.0232701933813564,3.034430997279299,3.0288505953303275,251.99984805467494,461.58398106934516,252.0,546.4654138431227,1.2737351102749963,1.2760815424560767
84,0.42,43.127136161239775,2.9613613168395605,2.9554273650860874,2.958394340962824,252.0069946418008,460.93375795179065,251.9909666197491,547.1880302742702,1.318978638213592,1.391685494409161
85,0.425,43.36672690830264,2.927309390191056,2.9384701985321353,2.9328897943615955,251.99984307372048,460.6579705485032,252.0,547.3914243651085,1.4497213579516925,1.4415663898029893
86,0.43,43.66211198635796,2.8916888286065956,2.916908596501757,2.9042987125541764,252.00716317190722,460.35087199669545,251.98611236576266,547.6750959694114,1.3247395992953426,1.2991403365913872
87,0.435,43.91063483812542,2.911682813337957,2.9198166743240175,2.915749743830987,252.01628318501622,460.0938931150604,251.9927485131923,547.9151627913112,1.317766953430351,1.2651308776073904
88,0.44,44.46004502346386,2.855368296753498,2.889470505034842,2.87241940089417,251.9886513768779,459.51245952302975,251.98942117482477,548.4325495699575,1.3492420916379013,1.3031465706391967
89,0.445,44.77767913027884,2.838339774665979,2.8420851070239643,2.8402124408449714,252.0019463611489,459.2015793440985,252.00216965788468,548.7569376046562,1.16597034064372,1.133117156373978
90,0.45,44.97894230531972,2.8230688165057636,2.824267899156689,2.8236683578312265,252.00547844569448,458.9614292751829,252.00218334539952,548.9193138858224,1.1770168218152524,1.188770074437054
91,0.455,45.28825108715634,2.7967758915988887,2.790842545885689,2.7938092187422887,252.00740626634015,458.77264160178714,251.9904338887326,549.3491437760998,1.1102557360641976,1.1852782181823165
92,0.46,45.559505968276994,2.828447952536123,2.8084411936131515,2.818444573074637,252.01415960299173,458.51310044592685,251.9904938338269,549.6321123824808,1.3508957033436695,1.443114715427521
93,0.465,46.256001031681876,2.7191445930595846,2.696877683719767,2.7080111383896757,252.00988545867867,457.80013935558884,252.0,550.3121414189526,1.240156158111238,1.296198082105963
94,0.47,46.35982026652405,2.6984958741310905,2.6963057113077054,2.6974007927193977,252.00996110183655,457.68038242120673,251.99214739770966,550.4000229542548,1.1707529476668013,1.2082103528581802
95,0.475,46.63140584225633,2.6991215776429396,2.710275357154736,2.704698467398838,252.0076742266188,457.3932899852712,251.9921878728317,550.6561016697839,1.1026280425562083,1.1160627590109722
96,0.48,47.07733438166812,2.695545642609818,2.6732686077953964,2.684407125202607,252.00768440723274,456.9787758124185,252.00230667130165,551.1334445757548,0.9020039543898691,0.9618296869966955
97,0.485,47.44490026473321,2.65824745430009,2.6726369668555243,2.6654422105778073,252.0,456.5541362662106,251.98973534260685,551.443936795677,1.0688990235639995,1.0919462150760915
98,0.49,47.96592496618061,2.618975835273331,2.6100523573433763,2.614514096308354,252.00790907400238,456.07471007110286,252.0,552.0065600034641,1.0374001578835448,1.0620155968873168
99,0.495,48.353504081058105,2.552940093961793,2.5529400939617735,2.5529400939617832,252.0,455.64649591894187,252.0,552.3535040810581,1.1514816668464205,1.1514816668464087
100,0.5,48.70744760723662,2.541826137549897,2.5537126648145723,2.5477694011822347,252.01057507279123,455.32103021919903,251.98413716684044,552.7359254336723,0.9961352306693876,1.0270817190119
101,0.505,49.033766768496974,2.5326433729722293,2.5326433729722377,2.5326433729722337,252.0024347492812,454.96623323150294,251.9975652507188,553.0337667684969,0.8854038946255401,0.8854038946255427
102,0.51,49.30265864166785,2.5536049347968777,2.553604934796884,2.5536049347968808,252.0,454.6973413583321,252.0,553.3026586416678,0.86242758980178,0.8624275898017766
103,0.515,49.715789281252825,2.5035512990062205,2.5242000989897435,2.513875698997982,251.9955138030921,454.2243318462782,252.00444949824396,553.6559104087838,0.9358930779595678,1.0034690552271335
104,0.52,50.26713070211514,2.431060425642468,2.431060425642514,2.431060425642491,252.0,453.7328692978848,252.0,554.2671307021151,0.8732296602955151,0.8732296602955115
105,0.525,50.397140030634546,2.4681586426995406,2.4541259823767296,2.461142312538135,252.00783403570162,453.61450774535183,252.0,554.4087878066209,0.9616999590942573,0.9853233530299566
106,0.53,51.03582163409541,2.379239993029046,2.38654044613802,2.3828902195835333,252.0025917314759,452.9197832619354,252.0,554.9914265301262,0.9054607350360169,1.0069497332741826
107,0.535,51.34976942562082,2.363474889403698,2.3634748894036903,2.363474889403694,252.0,452.65023057437907,252.0,555.3497694256207,0.9081253577583565,0.9081253577583476
108,0.54,51.62712767919672,2.359667506665168,2.3507418793796693,2.3552046930224186,252.00877822294467,452.4135118589093,252.0,555.6677672173028,0.8685829437712448,0.8914497835908112
109,0.545,51.85963649353732,2.399555810546518,2.4202046663347088,2.4098802384406133,252.0,452.080484530949,252.0,555.7997575180236,0.8516239842090761,0.9124541139417905
110,0.55,52.57845775676134,2.342876750103512,2.3339512654528307,2.338414007778171,252.00884113376966,451.462182107123,252.0,556.6190976206457,0.8112346794134991,0.8390771044292223
111,0.555,52.97291021671808,2.242602856379947,2.263251712168152,2.2529272842740493,252.0,450.967210807768,252.0,556.9130312412042,0.8625749572103613,0.9267665498500782
112,0.56,53.433750460066136,2.2223689623070575,2.2223689623070033,2.2223689623070304,252.0,450.56624953993395,252.0,557.4337504600662,0.8930067052138803,0.893006705213874
113,0.565,53.769144168524946,2.1954027654491988,2.195402765449195,2.195402765449197,252.0,450.230855831475,252.0,557.7691441685249,0.821725794076853,0.8217257940768503
114,0.57,54.07986208837599,2.230896425555851,2.2515452813440446,2.241220853449948,252.0,449.8602589361103,252.0,558.0199831128623,0.7458189428322322,0.8235512742866264
115,0.575,54.35996805556999,2.233994614563617,2.23399461456361,2.2339946145636134,252.00927204315508,449.6400319444299,251.99072795684492,558.3599680555699,0.689214761843284,0.6892147618432742
116,0.58,54.89419911964214,2.179171227992731,2.1791712279927538,2.179171227992742,251.9948460096303,449.1058008803578,251.9948460096303,558.894199119642,0.8443697257603882,0.844369725760386
117,0.585,55.262516306919,2.138154153329202,2.138154153329204,2.1381541533292028,252.009687656773,448.7374836930811,251.990312343227,559.2625163069191,0.6345463798214145,0.6345463798214147
118,0.59,55.679904752171296,2.111968460002806,2.1119684600027124,2.1119684600027595,251.99468200928843,448.3200952478288,252.00531799071157,559.6799047521714,0.7800814055702524,0.7800814055702598
119,0.595,55.951712077508006,2.125140683768024,2.125140683768031,2.1251406837680276,251.9947149718887,448.04828792249197,251.9947149718887,559.951712077508,0.6840944669667083,0.6840944669667026
120,0.6,56.490188275936305,2.0862922437033613,2.095198892641542,2.0907455681724514,251.99461656020864,447.46922203075235,251.99547431082732,560.449598582625,0.753929667826606,0.7439027468778079
121,0.605,56.926443525514685,2.0616407586221674,2.061640758622181,2.0616407586221746,252.0,447.07355647448514,252.0,560.9264435255145,0.6899241747193953,0.6899241747193936
122,0.61,57.323552534306,2.028258892809985,2.037187929397254,2.0327234111036194,252.0,446.6358007317759,251.98983220324206,561.2829058003879,0.5951535195164814,0.5653162237347449
123,0.615,57.699592976682624,2.0012926959521287,2.0012926959521438,2.001292695952136,252.0,446.3004070233173,252.0,561.6995929766825,0.52237752890798,0.5223775289079697
124,0.62,57.963196377566476,2.0362279619245696,2.045156670126648,2.0406923160256087,252.0,445.9961570936804,251.98987182215333,561.9225498488133,0.7905625686255127,0.7749089688998514
125,0.625,58.72439325380512,1.9276532291238273,1.927653229123809,1.9276532291238182,252.0,445.275606746195,252.0,562.7243932538053,0.7066873181141998,0.7066873181141979
126,0.63,58.9040704003979,1.9750730082734735,1.984053783564307,1.9795633959188903,251.98610998471452,445.0551386750497,251.97573238062412,562.8632794758455,0.6518366987651374,0.6209177094189372
127,0.635,59.24158240354413,1.9337071597133788,1.9426374338012282,1.9381722967573034,252.0,444.7177682998119,251.98933731909366,563.2009331069002,0.5475919360411552,0.5302047770204521
128,0.64,59.861298144579905,1.8948586243477583,1.8948586243477488,1.8948586243477537,252.0,444.13870185542,252.0,563.8612981445798,0.6258912976151051,0.6258912976151085
129,0.645,60.386137815012404,1.8394188370968767,1.8483505908397055,1.8438847139682912,252.0,443.5732100716621,251.98879339450744,564.3454857016869,0.66046558684049,0.6443821862184834
130,0.65,60.41746952737674,1.9143482936052802,1.9143482936052316,1.914348293605256,252.0,443.5825304726234,251.99999999999997,564.4174695273769,0.5141807574956023,0.5141807574956028
131,0.655,61.143730389209,1.7955992394335445,1.8162476797945961,1.8059234596140703,252.0115358400623,442.7963913144306,251.98859530991473,565.0838520928486,0.4486809057498703,0.5424369402759303
132,0.66,61.56369481911281,1.8066242323208144,1.806624232320815,1.8066242323208148,252.0,442.4363051808871,252.0,565.5636948191127,0.5927536797093129,0.5927536797093179
133,0.665,62.016020792073164,1.7965060856183894,1.7965060856183888,1.7965060856183892,252.0115300141381,441.98397920792684,251.9884699858619,566.0160207920732,0.5791124112203003,0.5791124112202882
134,0.67,62.29263460997194,1.8190523356932424,1.819052335693213,1.8190523356932276,252.0,441.7073653900282,252.0,566.2926346099721,0.394633821933539,0.3946338219335392
135,0.675,62.92945714320848,1.7072473553297955,1.707247355329801,1.7072473553297982,252.0121328410872,441.0705428567916,251.98786715891282,566.9294571432085,0.6279843208950413,0.6279843208950399
136,0.68,63.4004308385114,1.7061376446051382,1.7061376446051184,1.7061376446051284,252.0,440.5995691614887,252.0,567.4004308385115,0.49360824664590447,0.493608246645911
137,0.685,63.63734871939215,1.7171566823269564,1.7171566823269444,1.7171566823269504,252.0,440.3626512806079,252.0,567.6373487193922,0.4981154088189346,0.4981154088189323
138,0.69,64.01623221979244,1.707065895920393,1.7277147517086004,1.7173903238144967,252.0,439.92388880469383,252.0,567.9563532442787,0.3630987938362156,0.4276948469077974
139,0.695,64.55556249871955,1.6671061641266096,1.6846254880310814,1.6758658260788455,251.99326291372856,439.389654408913,252.0,568.5007794063521,0.5442509820164337,0.5528997612797693
140,0.7,64.90008517409743,1.6609227682569567,1.6609227682569396,1.660922768256948,252.01247123994534,439.09991482590254,251.98752876005466,568.9000851740974,0.542568802787828,0.5425688027878175
141,0.705,65.41368827430372,1.614354120806223,1.6318730289318086,1.623113574869016,251.99304276544152,438.53152925147486,251.99999999999997,569.3589058000823,0.35259513452385394,0.35018261283756275
142,0.71,65.87436375423047,1.6480325383179468,1.6480325383178942,1.6480325383179206,252.01256878380985,438.1256362457695,251.98743121619015,569.8743637542304,0.4335718412730623,0.43357184127305204
143,0.715,66.05829310008878,1.6305947664306772,1.63059476643069,1.6305947664306837,252.0,437.94170689991114,252.0,570.0582931000887,0.4108098698701229,0.4108098698701264
144,0.72,66.93404738819126,1.5765478560224082,1.576547856022391,1.5765478560223996,252.01313869419081,437.06595261180877,251.98686130580919,570.9340473881913,0.5029073136782276,0.5029073136782286
145,0.725,67.13902660806684,1.5783104923971807,1.578310492397168,1.5783104923971742,252.0,436.86097339193316,252.0,571.1390266080668,0.45442044366960677,0.4544204436696076
146,0.73,67.81345277827646,1.5411327473435374,1.5411327473435024,1.54113274734352,252.01344062692107,436.1865472217235,251.98655937307893,571.8134527782764,0.3349137909730847,0.3349137909730969
147,0.735,68.07525060079246,1.5676116968686533,1.546962841080501,1.5572872689745771,252.0,435.9846283747212,252.0,572.1351295763061,0.5191435798572125,0.46313426755907644
148,0.74,68.47409556387885,1.491259643349452,1.4912596433493739,1.491259643349413,252.0,435.5259044361213,252.0,572.474095563879,0.36932357142374095,0.3693235714237417
149,0.745,69.05548393364262,1.4979919461343831,1.4779409011039273,1.4879664236191552,252.0,434.9603368767456,251.98567392116362,573.0713047440308,0.4561695638016282,0.4872675194332571
150,0.75,69.3713492389964,1.4905154185340068,1.5111642743221856,1.500839846428096,252.0,434.56877178548996,252.0,573.3114702634828,0.24828610663538883,0.3210440364621459
151,0.755,69.93697633635708,1.444322962898824,1.444322962898813,1.4443229628988186,252.0,434.06302366364275,252.0,573.9369763363569,0.43386902450508713,0.4338690245050836
152,0.76,70.45769555521878,1.4034402130377384,1.4034402130377603,1.4034402130377495,252.0,433.54230444478105,252.0,574.4576955552186,0.40242069746394776,0.4024206974639541
153,0.765,70.67267098226853,1.4338496900416329,1.433849690041642,1.4338496900416375,252.0,433.3273290177315,252.0,574.6726709822685,0.38751023277423297,0.3875102327742233
154,0.77,71.229502695447,1.4166125412255381,1.416612541225512,1.416612541225525,252.0,432.7704973045531,251.99999999999997,575.2295026954471,0.30194993677128085,0.30194993677126686
155,0.775,71.63200255587418,1.4338496900416526,1.442788914204941,1.438319302123297,252.0,432.3273290177315,251.98564321191935,575.5913341294798,0.3875102327742248,0.35637737719581625
156,0.78,72.31214141895254,1.3490270049867474,1.3490270049867865,1.349027004986767,252.0,431.6878585810474,252.0,576.3121414189525,0.32666983096454455,0.326669830964549
157,0.785,72.59047348298341,1.3595850743683544,1.3685263651655288,1.3640557197669416,252.0,431.3688540561606,251.98486412817323,576.5498010221274,0.3503410045770329,0.29558026309998203
158,0.79,73.31214141895256,1.3490270049867428,1.3490270049867898,1.3490270049867663,252.0,430.68785858104746,252.0,577.3121414189526,0.3266698309645474,0.32666983096455104
159,0.795,73.47241215871213,1.3195043218655453,1.3283781491986095,1.3239412355320774,251.9843017833402,430.4870750525555,252.0,577.4318993699798,0.2785153616463089,0.2554313061562073
160,0.8,74.09204572517277,1.2657775660871522,1.2657775660871367,1.2657775660871444,252.0,429.9079542748273,252.0,578.0920457251729,0.31891496605948727,0.3189149660594965
161,0.805,74.44145417127078,1.357660914936452,1.348784613013928,1.35322276397519,252.0,429.59906038234203,251.98464259102215,578.4819687248836,0.25166638122349666,0.2730897848971721
